         
 0.000000, 0.000000000, 0.006469, 1443331835         
 -0.000003, 0.000000000, 0.000260, 3         
 -0.000003, 0.000000000, 0.000012, 6         
 -0.000003, 0.000000000, 0.000007, 9         
 -0.000003, 0.000000000, 0.000008, 12         
 -0.000003, 0.000000000, 0.000008, 15         
 -0.000003, 0.000000000, 0.000007, 18         
 0.017426, 0.000000061, 0.000007, 21         
 0.044419, 0.000000395, 0.000007, 24         
 0.050216, 0.000000505, 0.000007, 27         
 0.051475, 0.000000530, 0.000007, 30         
 0.051737, 0.000000536, 0.000007, 33         
 0.051783, 0.000000537, 0.000007, 36         
 0.051804, 0.000000537, 0.000007, 39         
 0.051812, 0.000000537, 0.000007, 42         
 0.051790, 0.000000537, 0.000007, 45         
 0.051792, 0.000000537, 0.000007, 48         
 0.051796, 0.000000537, 0.000007, 51         
 0.051799, 0.000000537, 0.000007, 54         
 0.051787, 0.000000537, 0.000007, 57         
 0.051786, 0.000000537, 0.000007, 60         
 0.051796, 0.000000537, 0.000007, 63         
 0.051788, 0.000000537, 0.000007, 66         
 0.051783, 0.000000537, 0.000007, 69         
 0.051786, 0.000000537, 0.000007, 72         
 0.051788, 0.000000537, 0.000007, 75         
 0.051789, 0.000000537, 0.000007, 78         
 0.051782, 0.000000536, 0.000007, 81         
 0.051781, 0.000000536, 0.000007, 84         
 0.051763, 0.000000536, 0.000007, 87         
 0.051755, 0.000000536, 0.000007, 90         
 0.051768, 0.000000536, 0.000007, 93         
 0.051757, 0.000000536, 0.000007, 96         
 0.051751, 0.000000536, 0.000007, 99         
 0.051760, 0.000000536, 0.000007, 102         
 0.051761, 0.000000536, 0.000007, 105         
 0.051763, 0.000000536, 0.000007, 108         
 0.051768, 0.000000536, 0.000007, 111         
 0.051769, 0.000000536, 0.000007, 114         
 0.051768, 0.000000536, 0.000007, 117         
 0.051785, 0.000000537, 0.000007, 120         
 0.051792, 0.000000537, 0.000007, 123         
 0.051792, 0.000000537, 0.000007, 126         
 0.051790, 0.000000537, 0.000007, 129         
 0.051782, 0.000000536, 0.000007, 132         
 0.051790, 0.000000537, 0.000007, 135         
 0.051793, 0.000000537, 0.000007, 138         
 0.051790, 0.000000537, 0.000007, 141         
 0.051798, 0.000000537, 0.000007, 144         
 0.051803, 0.000000537, 0.000007, 147         
 0.051804, 0.000000537, 0.000007, 150         
 0.051796, 0.000000537, 0.000007, 153         
 0.051795, 0.000000537, 0.000007, 156         
 0.051794, 0.000000537, 0.000007, 159         
 0.051798, 0.000000537, 0.000007, 162         
 0.051912, 0.000000539, 0.000007, 165         
 0.051971, 0.000000540, 0.000007, 168         
 0.051970, 0.000000540, 0.000007, 171         
 0.051974, 0.000000540, 0.000007, 174         
 0.051962, 0.000000540, 0.000007, 177         
 0.051895, 0.000000539, 0.000007, 180         
 0.051824, 0.000000537, 0.000007, 183         
 0.051791, 0.000000537, 0.000007, 186         
 0.051978, 0.000000541, 0.000007, 189         
 0.052090, 0.000000543, 0.000007, 193         
 0.052138, 0.000000544, 0.000007, 196         
 0.051916, 0.000000539, 0.000007, 199         
 0.051841, 0.000000538, 0.000007, 202         
 0.051792, 0.000000537, 0.000007, 205         
 0.051765, 0.000000536, 0.000007, 208         
 0.051755, 0.000000536, 0.000007, 211         
 0.051763, 0.000000536, 0.000007, 214         
 0.051759, 0.000000536, 0.000007, 217         
 0.051769, 0.000000536, 0.000007, 220         
 0.051771, 0.000000536, 0.000007, 223         
 0.051769, 0.000000536, 0.000007, 226         
 0.051774, 0.000000536, 0.000007, 229         
 0.051777, 0.000000536, 0.000007, 232         
 0.051785, 0.000000537, 0.000007, 235         
 0.051789, 0.000000537, 0.000007, 238         
 0.051796, 0.000000537, 0.000007, 241         
 0.051795, 0.000000537, 0.000007, 244         
 0.051803, 0.000000537, 0.000007, 247         
 0.051802, 0.000000537, 0.000007, 250         
 0.051797, 0.000000537, 0.000007, 253         
 0.051791, 0.000000537, 0.000007, 256         
 0.051790, 0.000000537, 0.000007, 259         
 0.051802, 0.000000537, 0.000007, 262         
 0.051807, 0.000000537, 0.000007, 265         
 0.051824, 0.000000537, 0.000007, 268         
 0.051827, 0.000000537, 0.000007, 271         
 0.051832, 0.000000538, 0.000007, 274         
 0.051846, 0.000000538, 0.000007, 277         
 0.051840, 0.000000538, 0.000007, 280         
 0.051839, 0.000000538, 0.000007, 283         
 0.051854, 0.000000538, 0.000007, 286         
 0.051855, 0.000000538, 0.000007, 289         
 0.051857, 0.000000538, 0.000007, 292         
 0.051864, 0.000000538, 0.000007, 295         
 0.051862, 0.000000538, 0.000007, 298         
 0.051853, 0.000000538, 0.000007, 301         
 0.051863, 0.000000538, 0.000007, 304         
 0.051875, 0.000000538, 0.000007, 307         
 0.051869, 0.000000538, 0.000007, 310         
 0.051900, 0.000000539, 0.000007, 313         
